	Input x	Input y	KS-d	p-value
1249	('LCA', 'K item  acidification  CF [moles of ./kg]')	Alternative B	1.0	1.0825088224469026e-05
1250	('LCA', 'K item  eutrophication  CF [kg N/kg]')	Alternative B	1.0	1.0825088224469026e-05
1251	('LCA', 'K item  I  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1252	('LCA', 'K item  E  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1253	('LCA', 'K item  H  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1254	('LCA', 'K item  E  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1255	('LCA', 'K item  E  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1256	('LCA', 'K item  H  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1257	('LCA', 'K item  E  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1258	('LCA', 'K item  photochemical oxidation  CF [kg NOx-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
1259	('LCA', 'K item  E  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1260	('LCA', 'E item  H  particulate matter formation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1261	('LCA', 'E item  E  freshwater eutrophication  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1262	('LCA', 'E item  H  fossil depletion  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1263	('LCA', 'E item  I  photochemical oxidant formation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1264	('LCA', 'E item  H  human toxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1265	('LCA', 'E item  E  freshwater ecotoxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1266	('LCA', 'E item  I  metal depletion  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1267	('LCA', 'E item  E  urban land occupation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1268	('LCA', 'E item  H  metal depletion  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1269	('LCA', 'E item  non carcinogenics  CF [kg toluen./kWh]')	Alternative B	0.5	0.16782134274394334
1270	('LCA', 'E item  I  agricultural land occupation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1271	('LCA', 'E item  H  urban land occupation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1272	('LCA', 'E item  ecotoxicity  CF [kg 2,4-D-./kWh]')	Alternative B	0.9	0.00021650176448938054
1273	('LCA', 'E item  ozone depletion  CF [kg CFC-11./kWh]')	Alternative B	1.0	1.0825088224469026e-05
1274	('LCA', 'E item  H  ecosystem quality  total  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1275	('LCA', 'E item  I  particulate matter formation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1276	('LCA', 'E item  H  marine ecotoxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1277	('LCA', 'E item  H  terrestrial acidification  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1278	('LCA', 'E item  I  natural land transformation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1279	('LCA', 'E item  respiratory effects average  CF [kg PM2.5-./kWh]')	Alternative B	1.0	1.0825088224469026e-05
1280	('LCA', 'E item  E  metal depletion  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1281	('LCA', 'E item  E  all  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1282	('LCA', 'E item  I  human toxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1283	('LCA', 'E item  E  climate change human health  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1284	('LCA', 'E item  H  ionising radiation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1285	('LCA', 'E item  I  climate change human health  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1286	('LCA', 'E item  I  human health  total  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1287	('LCA', 'E item  E  terrestrial acidification  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1288	('LCA', 'E item  I  freshwater ecotoxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1289	('LCA', 'E item  H  terrestrial ecotoxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1290	('LCA', 'E item  H  all  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1291	('LCA', 'E item  I  urban land occupation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1292	('LCA', 'E item  I  ozone depletion  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1293	('LCA', 'E item  H  resources  total  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1294	('LCA', 'E item  I  all  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1295	('LCA', 'E item  E  human health  total  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1296	('LCA', 'E item  H  ozone depletion  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1297	('LCA', 'E item  I  terrestrial ecotoxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1298	('LCA', 'E item  H  agricultural land occupation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1299	('LCA', 'E item  I  ecosystem quality  total  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1300	('LCA', 'E item  I  freshwater eutrophication  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1301	('LCA', 'E item  E  climate change ecosystems  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1302	('LCA', 'E item  H  photochemical oxidant formation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1303	('LCA', 'E item  E  natural land transformation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1304	('LCA', 'E item  I  marine ecotoxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1305	('LCA', 'E item  H  climate change human health  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1306	('LCA', 'E item  carcinogenics  CF [kg benzen./kWh]')	Alternative B	1.0	1.0825088224469026e-05
1307	('LCA', 'E item  H  freshwater eutrophication  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1308	('LCA', 'E item  global warming  CF [kg CO2-Eq/kWh]')	Alternative B	0.8	0.002056766762649115
1309	('LCA', 'E item  E  ionising radiation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1310	('LCA', 'E item  I  ionising radiation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1311	('LCA', 'E item  I  resources  total  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1312	('LCA', 'E item  E  ecosystem quality  total  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1313	('LCA', 'E item  H  climate change ecosystems  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1314	('LCA', 'E item  E  human toxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1315	('LCA', 'E item  I  fossil depletion  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1316	('LCA', 'E item  E  agricultural land occupation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1317	('LCA', 'E item  I  climate change ecosystems  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1318	('LCA', 'E item  H  natural land transformation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1319	('LCA', 'E item  E  marine ecotoxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1320	('LCA', 'E item  E  terrestrial ecotoxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1321	('LCA', 'E item  acidification  CF [moles of ./kWh]')	Alternative B	0.9	0.00021650176448938054
1322	('LCA', 'E item  eutrophication  CF [kg N/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1323	('LCA', 'E item  I  terrestrial acidification  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1324	('LCA', 'E item  E  particulate matter formation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1325	('LCA', 'E item  H  freshwater ecotoxicity  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1326	('LCA', 'E item  E  photochemical oxidant formation  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1327	('LCA', 'E item  E  resources  total  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1328	('LCA', 'E item  H  human health  total  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1329	('LCA', 'E item  E  fossil depletion  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1330	('LCA', 'E item  photochemical oxidation  CF [kg NOx-Eq/kWh]')	Alternative B	1.0	1.0825088224469026e-05
1331	('LCA', 'E item  E  ozone depletion  CF [points/kWh]')	Alternative B	1.0	1.0825088224469026e-05
